"from_schema";"from_table";"from_col";"to_schema";"to_table";"to_col";"constraint_name"
"public";"client_product_set_item_tab";"client_product_set_id";"public";"client_product_set_tab";"client_product_set_id";"client_product_set_item_tab_fk"
"public";"client_product_set_item_tab";"product_id";"public";"product_tab";"product_id";"client_product_set_item_tab_fk1"
"public";"client_product_set_tab";"client_request_id";"public";"client_request_tab";"client_request_id";"client_product_set_tab_fk"
"public";"client_product_set_tab";"product_set_id";"public";"product_set_tab";"product_set_id";"client_product_set_tab_fk1"
"public";"client_product_tab";"client_request_id";"public";"client_request_tab";"client_request_id";"client_product_tab_fk"
"public";"client_product_tab";"product_id";"public";"product_tab";"product_id";"client_product_tab_fk1"
"public";"client_request_auditor_check_tab";"client_request_id";"public";"client_request_tab";"client_request_id";"client_request_auditor_check_tab_fk"
"public";"client_request_auditor_check_tab";"employee_id";"admin";"employee_tab";"employee_id";"client_request_auditor_check_tab_fk1"
"public";"client_request_check_file_tab";"draft_check_list_id";"public";"draft_check_list_tab";"draft_check_list_id";"client_request_check_file_tab_fk"
"public";"client_request_check_file_tab";"client_request_id";"public";"client_request_tab";"client_request_id";"client_request_check_file_tab_fk1"
"public";"client_request_check_file_tab";"employee_id";"admin";"employee_tab";"employee_id";"client_request_check_file_tab_fk2"
"public";"client_request_check_hist_tab";"client_request_auditor_check_id";"public";"client_request_auditor_check_tab";"client_request_auditor_check_id";"client_request_check_hist_tab_fk"
"public";"client_request_check_hist_tab";"client_request_check_type_id";"public";"client_request_check_type_tab";"client_request_check_type_id";"client_request_check_hist_tab_fk1"
"public";"client_request_check_list_tab";"client_request_id";"public";"client_request_tab";"client_request_id";"client_request_check_list_tab_fk"
"public";"client_request_check_list_tab";"client_request_check_type_id";"public";"client_request_check_type_tab";"client_request_check_type_id";"client_request_check_list_tab_fk1"
"public";"client_request_check_list_tab";"employee_id";"admin";"employee_tab";"employee_id";"client_request_check_list_tab_fk2"
"public";"client_request_check_tab";"client_request_id";"public";"client_request_tab";"client_request_id";"client_request_check_tab_fk"
"public";"client_request_check_tab";"draft_check_list_id";"public";"draft_check_list_tab";"draft_check_list_id";"client_request_check_tab_fk1"
"public";"client_request_check_tab";"employee_id";"admin";"employee_tab";"employee_id";"client_request_check_tab_fk2"
"public";"client_request_credit_detail_tab";"client_request_id";"public";"client_request_tab";"client_request_id";"client_request_credit_detail_tab_client_request_id_fkey"
"public";"client_request_credit_detail_tab";"employee_id";"admin";"employee_tab";"employee_id";"client_request_credit_detail_tab_employee_id_fkey"
"public";"client_request_credit_detail_tab";"bank_id";"public";"bank_tab";"bank_id";"client_request_credit_detail_tab_fk"
"public";"client_request_credit_tab";"client_request_id";"public";"client_request_tab";"client_request_id";"client_request_credit_tab_fk"
"public";"client_request_credit_tab";"bank_id";"public";"bank_tab";"bank_id";"client_request_credit_tab_fk1"
"public";"client_request_credit_tab";"employee_id";"admin";"employee_tab";"employee_id";"client_request_credit_tab_fk2"
"public";"client_request_document_tab";"client_request_id";"public";"client_request_tab";"client_request_id";"client_request_document_tab_fk"
"public";"client_request_document_tab";"document_type_id";"public";"document_type_tab";"document_type_id";"client_request_document_tab_fk1"
"public";"client_request_document_tab";"employee_id";"admin";"employee_tab";"employee_id";"client_request_document_tab_fk2"
"public";"client_request_document_tab";"ds_type_id";"public";"ds_type_tab";"ds_type_id";"client_request_document_tab_fk3"
"public";"client_request_document_tab";"ds_id";"public";"ds_tab";"ds_id";"client_request_document_tab_fk4"
"public";"client_request_draft_check_history_tab";"client_request_id";"public";"client_request_tab";"client_request_id";"client_request_draft_check_history_fk"
"public";"client_request_draft_check_history_tab";"employee_id";"admin";"employee_tab";"employee_id";"client_request_draft_check_history_fk1"
"public";"client_request_draft_doc_tab";"client_request_check_list_id";"public";"client_request_check_list_tab";"client_request_check_list_id";"client_request_draft_doc_tab_fk"
"public";"client_request_draft_document_tab";"client_request_id";"public";"client_request_tab";"client_request_id";"fk_client_request_draft_document_tab_client_request_id"
"public";"client_request_formula_type_tab";"client_request_id";"public";"client_request_tab";"client_request_id";"client_request_formula_type_tab_fk"
"public";"client_request_item_tab";"client_request_id";"public";"client_request_tab";"client_request_id";"client_request_item_tab_fk"
"public";"client_request_item_tab";"room_id";"public";"room_tab";"room_id";"client_request_item_tab_fk1"
"public";"client_request_item_tab";"section_id";"public";"section_tab";"section_id";"client_request_item_tab_fk2"
"public";"client_request_item_tab";"material_id";"public";"material_tab";"material_id";"client_request_item_tab_fk3"
"public";"client_request_measure_check_hist_tab";"client_request_id";"public";"client_request_tab";"client_request_id";"client_request_measure_check_hist_tab_fk"
"public";"client_request_measure_check_hist_tab";"employee_id";"admin";"employee_tab";"employee_id";"client_request_measure_check_hist_tab_fk1"
"public";"client_request_measure_check_hist_tab";"client_request_document_id";"public";"client_request_document_tab";"client_request_document_id";"client_request_measure_check_hist_tab_fk2"
"public";"client_request_payment_tab";"client_request_id";"public";"client_request_tab";"client_request_id";"client_request_payment_tab_fk"
"public";"client_request_payment_tab";"client_request_document_id";"public";"client_request_document_tab";"client_request_document_id";"client_request_payment_tab_fk1"
"public";"client_request_payment_tab";"bank_account_id";"public";"bank_account_tab";"bank_account_id";"client_request_payment_tab_fk2"
"public";"client_request_payment_tab";"employee_id";"admin";"employee_tab";"employee_id";"client_request_payment_tab_fk3"
"public";"client_request_payment_tab";"ds_id";"public";"ds_tab";"ds_id";"client_request_payment_tab_fk4"
"public";"client_request_payment_tab";"payment_status_id";"public";"payment_status_tab";"payment_status_id";"client_request_payment_tab_fk5"
"public";"client_request_service_tab";"client_request_id";"public";"client_request_tab";"client_request_id";"client_request_service_tab_fk"
"public";"client_request_service_tab";"service_id";"public";"service_tab";"service_id";"client_request_service_tab_fk1"
"public";"client_request_service_tab";"fee_id";"public";"fee_tab";"fee_id";"client_request_service_tab_fk2"
"public";"client_request_status_hist_tab";"client_request_status_id";"public";"client_request_status_tab";"client_request_status_id";"client_request_status_hist_tab_fk"
"public";"client_request_status_hist_tab";"client_request_id";"public";"client_request_tab";"client_request_id";"client_request_status_hist_tab_fk1"
"public";"client_request_tab";"client_id";"public";"client_tab";"client_id";"client_request_tab_fk"
"public";"client_request_tab";"client_request_status_id";"public";"client_request_status_tab";"client_request_status_id";"client_request_tab_fk1"
"public";"client_request_tab";"sh_preset_id";"public";"sh_preset_tab";"sh_preset_id";"client_request_tab_fk10"
"public";"client_request_tab";"city_id";"admin";"city_tab";"city_id";"client_request_tab_fk11"
"public";"client_request_tab";"to_delete__bank_id";"public";"bank_tab";"bank_id";"client_request_tab_fk12"
"public";"client_request_tab";"taxopark_id";"public";"taxopark_tab";"taxopark_id";"client_request_tab_fk13"
"public";"client_request_tab";"sh_contractor_id";"public";"sh_contractor_tab";"sh_contractor_id";"client_request_tab_fk14"
"public";"client_request_tab";"credit_prepayment_id";"public";"credit_prepayment_tab";"credit_prepayment_id";"client_request_tab_fk15"
"public";"client_request_tab";"credit_term_id";"public";"credit_term_tab";"credit_term_id";"client_request_tab_fk16"
"public";"client_request_tab";"credit_payment_schedule_id";"public";"credit_payment_schedule_tab";"credit_payment_schedule_id";"client_request_tab_fk17"
"public";"client_request_tab";"kitchen_employee_id";"admin";"employee_tab";"employee_id";"client_request_tab_fk18"
"public";"client_request_tab";"big_employee_id";"crm";"big_employee_tab";"big_employee_id";"client_request_tab_fk19"
"public";"client_request_tab";"preset_id";"public";"preset_tab";"preset_id";"client_request_tab_fk2"
"public";"client_request_tab";"remarket_request_status_id";"public";"remarket_request_status_tab";"remarket_request_status_id";"client_request_tab_fk20"
"public";"client_request_tab";"denied_reason_id";"public";"denied_reason_tab";"denied_reason_id";"client_request_tab_fk21"
"public";"client_request_tab";"tranche_comment_id";"public";"tranche_comment_tab";"tranche_comment_id";"client_request_tab_fk22"
"public";"client_request_tab";"crm_deal_id";"sale";"crm_deal_tab";"crm_deal_id";"client_request_tab_fk23"
"public";"client_request_tab";"preset_kit_id";"public";"preset_kit_tab";"preset_kit_id";"client_request_tab_fk24"
"public";"client_request_tab";"sale_department_id";"sale";"sale_department_tab";"sale_department_id";"client_request_tab_fk25"
"public";"client_request_tab";"work_pack_id";"public";"work_pack_tab";"work_pack_id";"client_request_tab_fk26"
"public";"client_request_tab";"work_pack_sebes_id";"public";"work_pack_tab";"work_pack_id";"client_request_tab_fk27"
"public";"client_request_tab";"master_work_pack_id";"public";"work_pack_tab";"work_pack_id";"client_request_tab_fk28"
"public";"client_request_tab";"request_type_id";"public";"request_type_tab";"request_type_id";"client_request_tab_fk29"
"public";"client_request_tab";"planirovka_id";"public";"planirovka_tab";"planirovka_id";"client_request_tab_fk3"
"public";"client_request_tab";"contractor_work_pack_id";"public";"work_pack_tab";"work_pack_id";"client_request_tab_fk30"
"public";"client_request_tab";"flat_id";"public";"flat_tab";"flat_id";"client_request_tab_fk31"
"public";"client_request_tab";"contractor_id";"public";"contractor_tab";"contractor_id";"client_request_tab_fk32"
"public";"client_request_tab";"project_id";"public";"project_tab";"project_id";"client_request_tab_fk33"
"public";"client_request_tab";"floor_flat_id";"public";"floor_flat_tab";"floor_flat_id";"client_request_tab_fk34"
"public";"client_request_tab";"employee_id";"admin";"employee_tab";"employee_id";"client_request_tab_fk4"
"public";"client_request_tab";"bank_account_id";"public";"bank_account_tab";"bank_account_id";"client_request_tab_fk5"
"public";"client_request_tab";"techproject_employee_id";"admin";"employee_tab";"employee_id";"client_request_tab_fk6"
"public";"client_request_tab";"contract_signer_id";"public";"contract_signer_tab";"contract_signer_id";"client_request_tab_fk7"
"public";"client_request_tab";"sale_point_id";"public";"sale_point_tab";"sale_point_id";"client_request_tab_fk8"
"public";"client_request_tab";"company_id";"public";"company_tab";"company_id";"client_request_tab_fk9"
"public";"client_request_tab";"auditor_employee_id";"admin";"employee_tab";"employee_id";"fk_client_request_tab_auditor_employee_id"
"public";"client_request_tranche_tab";"client_request_id";"public";"client_request_tab";"client_request_id";"client_request_tranche_tab_fk"
"public";"client_request_tranche_tab";"employee_id";"admin";"employee_tab";"employee_id";"client_request_tranche_tab_fk1"
"public";"client_request_tranche_tab";"ds_id";"public";"ds_tab";"ds_id";"client_request_tranche_tab_fk2"
"public";"client_request_tranche_tab";"client_request_document_id";"public";"client_request_document_tab";"client_request_document_id";"client_request_tranche_tab_fk3"
"public";"client_sh_module_tab";"sh_module_id";"public";"sh_module_tab";"sh_module_id";"client_sh_module_tab_fk"
"public";"client_sh_module_tab";"client_request_id";"public";"client_request_tab";"client_request_id";"client_sh_module_tab_fk1"
"public";"client_sh_option_tab";"client_request_id";"public";"client_request_tab";"client_request_id";"client_sh_option_tab_fk"
"public";"client_sh_option_tab";"sh_option_id";"public";"sh_option_tab";"sh_option_id";"client_sh_option_tab_fk1"
"public";"client_tab";"client_login_id";"public";"client_login_tab";"client_login_id";"client_tab_fk"
"public";"cma_bp_tab";"bpmn_settings_id";"admin";"bpmn_settings_tab";"bpmn_settings_id";"cma_bp_tab_fk"
"public";"cma_bp_tab";"resident_id";"public";"resident_tab";"resident_id";"cma_bp_tab_fk1"
"public";"cma_bp_tab";"client_request_id";"public";"client_request_tab";"client_request_id";"cma_bp_tab_fk2"
"public";"cma_bp_tab";"remont_id";"public";"remont_tab";"remont_id";"cma_bp_tab_fk3"
"public";"cma_bp_tab";"grt_request_id";"public";"grt_request_tab";"grt_request_id";"cma_bp_tab_fk4"
"public";"cma_bp_tab";"employee_id";"admin";"employee_tab";"employee_id";"cma_bp_tab_fk5"
"public";"cma_bp_task_tab";"cma_bp_id";"public";"cma_bp_tab";"cma_bp_id";"cma_bp_task_tab_fk"
"public";"cma_bp_task_tab";"cma_task_id";"public";"cma_task_tab";"cma_task_id";"cma_bp_task_tab_fk1"
"public";"cma_task_tab";"bpm_position_id";"admin";"bpm_position_tab";"bpm_position_id";"cma_task_tab_fk"
"public";"cma_task_tab";"employee_id";"admin";"employee_tab";"employee_id";"cma_task_tab_fk1"
"public";"cma_task_tab";"bpmn_settings_id";"admin";"bpmn_settings_tab";"bpmn_settings_id";"cma_task_tab_fk2"
"public";"company_tab";"country_id";"public";"country_tab";"country_id";"company_tab_fk"
"public";"contract_signer_nca_tab";"contract_signer_id";"public";"contract_signer_tab";"contract_signer_id";"contract_signer_nca_tab_fk"
"public";"contract_signer_tab";"city_id";"admin";"city_tab";"city_id";"contract_signer_tab_fk"
"public";"contract_signer_tab";"company_id";"public";"company_tab";"company_id";"fk_contract_signer_tab_company_id"
"public";"contractor_agreement_list_tab";"contractor_id";"public";"contractor_tab";"contractor_id";"contractor_agreement_list_tab_fk"
"public";"contractor_agreement_list_tab";"remont_id";"public";"remont_tab";"remont_id";"contractor_agreement_list_tab_fk1"
"public";"contractor_agreement_list_tab";"fee_id";"public";"fee_tab";"fee_id";"contractor_agreement_list_tab_fk10"
"public";"contractor_agreement_list_tab";"project_id";"public";"project_tab";"project_id";"contractor_agreement_list_tab_fk11"
"public";"contractor_agreement_list_tab";"contractor_agreement_list_type_id";"public";"contractor_agreement_list_type_tab";"contractor_agreement_list_type_id";"contractor_agreement_list_tab_fk2"
"public";"contractor_agreement_list_tab";"contractor_agreement_status_id";"public";"contractor_agreement_list_status_tab";"contractor_agreement_list_status_id";"contractor_agreement_list_tab_fk3"
"public";"contractor_agreement_list_tab";"provider_id";"public";"provider_tab";"provider_id";"contractor_agreement_list_tab_fk4"
"public";"contractor_agreement_list_tab";"cleaning_id";"public";"cleaning_tab";"cleaning_id";"contractor_agreement_list_tab_fk5"
"public";"contractor_agreement_list_tab";"techproject_developer_id";"public";"techproject_developer_tab";"techproject_developer_id";"contractor_agreement_list_tab_fk6"
"public";"contractor_agreement_list_tab";"support_manager_id";"public";"techproject_developer_tab";"techproject_developer_id";"contractor_agreement_list_tab_fk7"
"public";"contractor_agreement_list_tab";"general_contractor_id";"public";"contractor_tab";"contractor_id";"contractor_agreement_list_tab_fk8"
"public";"contractor_agreement_list_tab";"template_id";"public";"template_tab";"template_id";"contractor_agreement_list_tab_fk9"
"public";"contractor_agreement_list_tab";"employee_id";"admin";"employee_tab";"employee_id";"fk_contractor_agreement_list_tab_employee_id"
"public";"contractor_agreement_list_tab";"main_agreement_id";"public";"contractor_agreement_list_tab";"contractor_agreement_list_id";"fk_contractor_agreement_list_tab_main_agreement_id"
"public";"contractor_agreement_list_type_tab";"sign_type_id";"public";"sign_type_tab";"sign_type_id";"contractor_agreement_list_type_tab_fk"
"public";"contractor_agreement_list_type_tab";"fee_type_id";"public";"fee_type_tab";"fee_type_id";"contractor_agreement_list_type_tab_fk1"
"public";"contractor_agreement_penalty_tab";"contractor_agreement_list_id";"public";"contractor_agreement_list_tab";"contractor_agreement_list_id";"contractor_agreement_penalty_tab_fk"
"public";"contractor_agreement_penalty_tab";"employee_id";"admin";"employee_tab";"employee_id";"contractor_agreement_penalty_tab_fk1"
"public";"contractor_ds_work_sebes_tab";"client_request_id";"public";"client_request_tab";"client_request_id";"contractor_ds_work_sebes_tab_fk"
"public";"contractor_ds_work_sebes_tab";"ds_wset_id";"public";"ds_wset_tab";"ds_wset_id";"contractor_ds_work_sebes_tab_fk1"
"public";"contractor_ds_work_sebes_tab";"room_id";"public";"room_tab";"room_id";"contractor_ds_work_sebes_tab_fk2"
"public";"contractor_ds_work_sebes_tab";"work_id";"partner";"work_tab";"work_id";"contractor_ds_work_sebes_tab_fk3"
"public";"contractor_ds_work_tab";"client_request_id";"public";"client_request_tab";"client_request_id";"contractor_ds_work_tab_fk"
"public";"contractor_ds_work_tab";"ds_wset_id";"public";"ds_wset_tab";"ds_wset_id";"contractor_ds_work_tab_fk1"
"public";"contractor_ds_work_tab";"room_id";"public";"room_tab";"room_id";"contractor_ds_work_tab_fk2"
"public";"contractor_ds_work_tab";"work_id";"partner";"work_tab";"work_id";"contractor_ds_work_tab_fk3"
"public";"contractor_measure_tab";"client_material_id";"public";"client_material_tab";"client_material_id";"contractor_measure_tab_fk"
"public";"contractor_measure_tab";"material_id";"public";"material_tab";"material_id";"contractor_measure_tab_fk1"
"public";"contractor_measure_tab";"unit_id";"public";"unit_tab";"unit_id";"contractor_measure_tab_fk2"
"public";"contractor_measure_tab";"user_id";"admin";"employee_tab";"employee_id";"contractor_measure_tab_fk3"
"public";"contractor_measure_tab";"material_depent_id";"public";"material_door_depent_tab";"material_door_depent_id";"contractor_measure_tab_fk4"
"public";"contractor_preset_kit_price_tab";"contractor_main_id";"partner";"contractor_main_tab";"contractor_main_id";"contractor_preset_kit_price_tab_fk"
"public";"contractor_preset_kit_price_tab";"preset_kit_id";"public";"preset_kit_tab";"preset_kit_id";"contractor_preset_kit_price_tab_fk1"
"public";"contractor_preset_kit_price_tab";"employee_id";"admin";"employee_tab";"employee_id";"contractor_preset_kit_price_tab_fk2"
"public";"contractor_preset_price_tab";"contractor_id";"public";"contractor_tab";"contractor_id";"contractor_preset_price_tab_fk"
"public";"contractor_preset_price_tab";"preset_id";"public";"preset_tab";"preset_id";"contractor_preset_price_tab_fk1"
"public";"contractor_request_tab";"client_request_id";"public";"client_request_tab";"client_request_id";"contractor_request_tab_client_request_id_fkey"
"public";"contractor_request_tab";"contractor_id";"public";"contractor_tab";"contractor_id";"contractor_request_tab_contractor_id_fkey"
"public";"contractor_tab";"contractor_type_id";"public";"contractor_type_tab";"contractor_type_id";"contractor_tab_fk"
"public";"contractor_tab";"contragent_type_id";"public";"contragent_type_tab";"contragent_type_id";"contractor_tab_fk1"
"public";"contractor_tab";"contractor_main_id";"partner";"contractor_main_tab";"contractor_main_id";"contractor_tab_fk2"
"public";"contractor_tab";"partner_id";"public";"partner_tab";"partner_id";"contractor_tab_fk3"
"public";"contractor_tab";"contractor_pid";"public";"contractor_tab";"contractor_id";"contractor_tab_fk4"
"public";"contractor_tab";"sbs_partner_id";"sbs";"sbs_partner_tab";"sbs_partner_id";"contractor_tab_fk5"
"public";"contractor_tab";"sbs_company_id";"sbs";"sbs_company_tab";"sbs_company_id";"contractor_tab_fk6"
"public";"contractor_tab";"city_id";"admin";"city_tab";"city_id";"fk_contractor_tab_city_id"
"public";"contractor_tab";"taxopark_id";"public";"taxopark_tab";"taxopark_id";"fk_contractor_tab_taxopark_id"
"public";"contractor_type_preset_price_tab";"contractor_type_id";"public";"contractor_type_tab";"contractor_type_id";"contractor_type_preset_price_tab_fk"
"public";"contractor_type_preset_price_tab";"preset_id";"public";"preset_tab";"preset_id";"contractor_type_preset_price_tab_fk1"
"public";"contractor_work_set_link_tab";"contractor_work_set_chid";"public";"contractor_work_set_tab";"contractor_work_set_id";"contractor_work_set_link_tab_contractor_work_set_did_fkey"
"public";"contractor_work_set_link_tab";"contractor_work_set_pid";"public";"contractor_work_set_tab";"contractor_work_set_id";"contractor_work_set_link_tab_contractor_work_set_pid_fkey"
"public";"contractor_work_set_tab";"contractor_main_id";"partner";"contractor_main_tab";"contractor_main_id";"contractor_work_set_price_tab_fk"
"public";"contractor_work_set_tab";"work_set_id";"public";"work_set_tab";"work_set_id";"contractor_work_set_price_tab_fk1"
"public";"contractor_work_set_tab";"employee_id";"admin";"employee_tab";"employee_id";"contractor_work_set_price_tab_fk2"
"public";"contractor_work_set_tab";"to_delete__contractor_work_set_pid";"public";"contractor_work_set_tab";"contractor_work_set_id";"contractor_work_set_tab_fk"
"public";"contractor_work_set_tab";"company_id";"public";"company_tab";"company_id";"contractor_work_set_tab_fk1"
"public";"contractor_work_set_tariff_tab";"contractor_work_set_id";"public";"contractor_work_set_tab";"contractor_work_set_id";"contractor_work_set_tariff_tab_fk"
"public";"contragent_avr_tab";"remont_id";"public";"remont_tab";"remont_id";"contragent_avr_tab_fk"
"public";"contragent_avr_tab";"contractor_agreement_list_id";"public";"contractor_agreement_list_tab";"contractor_agreement_list_id";"contragent_avr_tab_fk1"
"public";"contragent_avr_tab";"contragent_avr_status_id";"public";"contragent_avr_status_tab";"contragent_avr_status_id";"contragent_avr_tab_fk2"
"public";"credit_percent_term_tab";"credit_prepayment_id";"public";"credit_prepayment_tab";"credit_prepayment_id";"credit_percent_term_tab_fk"
"public";"credit_program_date_rule_tab";"credit_program_id";"public";"credit_program_tab";"credit_program_id";"credit_program_date_rule_tab_credit_program_id_fkey"
"public";"credit_program_exception_tab";"credit_program_id";"public";"credit_program_tab";"credit_program_id";"credit_program_exception_tab_program_fk"
"public";"credit_program_grade_tab";"grade_id";"public";"grade_tab";"grade_id";"credit_program_grade_tab_grade_fk"
"public";"credit_program_grade_tab";"credit_program_id";"public";"credit_program_tab";"credit_program_id";"credit_program_grade_tab_program_fk"
"public";"credit_program_preset_exclude_tab";"preset_kit_id";"public";"preset_kit_tab";"preset_kit_id";"credit_program_preset_exclude_tab_preset_kit_fk"
"public";"credit_program_preset_exclude_tab";"credit_program_id";"public";"credit_program_tab";"credit_program_id";"credit_program_preset_exclude_tab_program_fk"
"public";"credit_program_tab";"bank_id";"public";"bank_tab";"bank_id";"credit_program_tab_bank_id_fkey"
"public";"credit_program_tab";"credit_program_period_id";"public";"credit_program_period_tab";"credit_program_period_id";"credit_program_tab_period_fk"
"public";"cron_tab";"cron_type_id";"public";"cron_type_tab";"cron_type_id";"cron_tab_fk"
"public";"currency_tab";"currency_type_id";"public";"currency_type_tab";"currency_type_id";"currency_tab_fk"
"public";"currency_tab";"employee_id";"admin";"employee_tab";"employee_id";"currency_tab_fk1"
"public";"data_transfer_data_transfer_type_tab";"data_transfer_id";"public";"data_transfer_tab";"data_transfer_id";"data_transfer_data_transfer_type_tab_fk"
"public";"data_transfer_data_transfer_type_tab";"data_transfer_type_id";"public";"data_transfer_type_tab";"data_transfer_type_id";"data_transfer_data_transfer_type_tab_fk1"
"public";"data_transfer_tab";"employee_id";"admin";"employee_tab";"employee_id";"data_transfer_tab_fk"
"public";"data_transfer_tab";"rop_employee_id";"admin";"employee_tab";"employee_id";"data_transfer_tab_fk1"
"public";"date_shipping_hist_tab";"provider_request_item_id";"public";"provider_request_item_tab";"provider_request_item_id";"date_shipping_hist_tab_fk"
"public";"ddu_resident_class_preset_kit_tab";"resident_class_id";"public";"resident_class_tab";"resident_class_id";"ddu_resident_class_preset_kit_tab_fk"
"public";"ddu_resident_class_preset_kit_tab";"city_id";"admin";"city_tab";"city_id";"ddu_resident_class_preset_kit_tab_fk1"
"public";"ddu_resident_class_preset_kit_tab";"preset_kit_id";"public";"preset_kit_tab";"preset_kit_id";"ddu_resident_class_preset_kit_tab_fk2"
"public";"ddu_warranty_info_tab";"ddu_warranty_zone_info_id";"public";"ddu_warranty_zone_info_tab";"ddu_warranty_zone_info_id";"ddu_warranty_info_tab_fk"
"public";"defect_check_item_material_tab";"defect_check_item_id";"public";"defect_check_item_tab";"defect_check_item_id";"defect_check_item_material_tab_fk"
"public";"defect_check_item_material_tab";"material_id";"public";"material_tab";"material_id";"defect_check_item_material_tab_fk1"
"public";"defect_check_item_tab";"defect_check_id";"public";"defect_check_tab";"defect_check_id";"defect_check_item_tab_fk"
"public";"defect_check_item_tab";"work_id";"partner";"work_tab";"work_id";"defect_check_item_tab_fk1"
"public";"defect_check_item_tab";"home_builder_id";"public";"home_builder_tab";"home_builder_id";"defect_check_item_tab_fk2"
"public";"defect_check_tab";"defect_check_pid";"public";"defect_check_tab";"defect_check_id";"defect_check_tab_fk"
"public";"defect_check_tab";"defect_type_id";"public";"defect_check_type_tab";"defect_type_id";"defect_check_tab_fk1"
"public";"defect_consolidated_smeta_tab";"defect_check_type_id";"public";"defect_check_type_tab";"defect_type_id";"defect_consolidated_smeta_tab_fk"
"public";"defect_consolidated_smeta_tab";"employee_id";"admin";"employee_tab";"employee_id";"defect_consolidated_smeta_tab_fk1"
"public";"defect_link_tab";"defect_check_id";"public";"defect_check_tab";"defect_check_id";"defect_link_tab_fk"
"public";"defect_link_tab";"home_builder_id";"public";"home_builder_tab";"home_builder_id";"defect_link_tab_fk1"
"public";"defect_material_smeta_tab";"defect_check_id";"public";"defect_check_tab";"defect_check_id";"defect_material_smeta_tab_fk"
"public";"defect_material_smeta_tab";"material_id";"public";"material_tab";"material_id";"defect_material_smeta_tab_fk1"
"public";"defect_material_smeta_tab";"room_id";"public";"room_tab";"room_id";"defect_material_smeta_tab_fk2"
"public";"defect_material_smeta_tab";"work_id";"partner";"work_tab";"work_id";"defect_material_smeta_tab_fk3"
"public";"defect_material_smeta_tab";"client_request_id";"public";"client_request_tab";"client_request_id";"defect_material_smeta_tab_fk4"
"public";"defect_material_smeta_tab";"home_builder_id";"public";"home_builder_tab";"home_builder_id";"defect_material_smeta_tab_fk5"
"public";"defect_param_tab";"defect_check_id";"public";"defect_check_tab";"defect_check_id";"defect_param_tab_fk"
"public";"defect_param_tab";"unit_id";"public";"unit_tab";"unit_id";"defect_param_tab_fk1"
"public";"defect_room_item_tab";"defect_param_id";"public";"defect_param_tab";"defect_param_id";"defect_remont_item_tab_fk"
"public";"defect_room_item_tab";"employee_id";"admin";"employee_tab";"employee_id";"defect_remont_item_tab_fk2"
"public";"defect_room_item_tab";"defect_room_id";"public";"defect_room_tab";"defect_room_id";"defect_room_item_tab_fk"
"public";"defect_room_tab";"defect_id";"public";"defect_tab";"defect_id";"defect_room_tab_fk"
"public";"defect_room_tab";"room_id";"public";"room_tab";"room_id";"defect_room_tab_fk1"
"public";"defect_room_tab";"defect_check_id";"public";"defect_check_tab";"defect_check_id";"defect_room_tab_fk2"
"public";"defect_tab";"client_request_id";"public";"client_request_tab";"client_request_id";"defect_remont_tab_fk"
"public";"defect_tab";"defect_status_id";"public";"defect_status_tab";"defect_status_id";"defect_remont_tab_fk1"
"public";"defect_tab";"employee_id";"admin";"employee_tab";"employee_id";"defect_remont_tab_fk2"
"public";"defect_tab";"defect_consolidated_smeta_id";"public";"defect_consolidated_smeta_tab";"defect_consolidated_smeta_id";"defect_tab_fk"
"public";"defect_work_smeta_tab";"client_request_id";"public";"client_request_tab";"client_request_id";"defect_work_smeta_tab_fk"
"public";"defect_work_smeta_tab";"defect_check_id";"public";"defect_check_tab";"defect_check_id";"defect_work_smeta_tab_fk1"
"public";"defect_work_smeta_tab";"home_builder_id";"public";"home_builder_tab";"home_builder_id";"defect_work_smeta_tab_fk2"
"public";"defect_work_smeta_tab";"room_id";"public";"room_tab";"room_id";"defect_work_smeta_tab_fk3"
"public";"defect_work_smeta_tab";"work_id";"partner";"work_tab";"work_id";"defect_work_smeta_tab_fk4"
"public";"department_tab";"head_employee_id";"admin";"employee_tab";"employee_id";"department_tab_fk"
"public";"design_measure_error_tab";"remont_id";"public";"remont_tab";"remont_id";"design_measure_error_tab_fk"
"public";"design_measure_error_tab";"material_id";"public";"material_tab";"material_id";"design_measure_error_tab_fk1"
"public";"design_measure_error_tab";"employee_id";"admin";"employee_tab";"employee_id";"design_measure_error_tab_fk2"
"public";"design_measure_tab";"material_id";"public";"material_tab";"material_id";"design_measure_tab_fk"
"public";"design_measure_tab";"client_material_id";"public";"client_material_tab";"client_material_id";"fk_design_measure_tab_client_material_id"
"public";"design_measure_tab";"unit_id";"public";"unit_tab";"unit_id";"fk_design_measure_tab_unit_id"
"public";"design_measure_tab";"user_id";"admin";"employee_tab";"employee_id";"fk_design_measure_tab_user_id"
"public";"did_detail_tab";"did_id";"public";"did_tab";"did_id";"did_detail_tab_fk"
"public";"did_tab";"employee_id";"admin";"employee_tab";"employee_id";"did_tab_fk"
"public";"did_tab";"ds_id";"public";"ds_tab";"ds_id";"did_tab_fk1"
"public";"did_tab";"client_request_document_id";"public";"client_request_document_tab";"client_request_document_id";"did_tab_fk2"
"public";"did_tab";"client_request_id";"public";"client_request_tab";"client_request_id";"did_tab_fk3"
"public";"discount_tab";"employee_id";"admin";"employee_tab";"employee_id";"fk_discount_tab_employee_id"
