"table_schema";"table_name";"column_name";"data_type";"character_maximum_length";"is_nullable";"column_default";"column_description"
"public";"client_product_set_tab";"product_set_cnt";"integer";null;"NO";"1";"Кол-во выбранных пакетов (один пакет может быть выбран несколько раз)"
"public";"client_product_set_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"client_product_set_tab";"provider_set_price";"double precision";null;"YES";"null";"Цена за один пакет по цене РРЦ"
"public";"client_product_tab";"client_product_id";"integer";null;"NO";"nextval(('public.client_product_tab_client_product_id_seq'::text)::regclass)";"null"
"public";"client_product_tab";"client_request_id";"integer";null;"NO";"null";"Заявка клиента на ремонт"
"public";"client_product_tab";"product_id";"integer";null;"NO";"null";"Товар"
"public";"client_product_tab";"product_price";"double precision";null;"NO";"null";"Цена товара по которой купил клиент"
"public";"client_product_tab";"product_cnt";"integer";null;"NO";"1";"Кол-во товара"
"public";"client_product_tab";"date_create";"timestamp without time zone";null;"NO";"now()";"null"
"public";"client_product_tab";"smartremont_price";"double precision";null;"YES";"null";"По какой цене был закуп для Smart Remont"
"public";"client_product_tab";"provider_price";"double precision";null;"YES";"null";"Цена РРЦ на момент покупки"
"public";"client_request_auditor_check_tab";"client_request_auditor_check_id";"integer";null;"NO";"nextval('client_request_auditor_check__client_request_auditor_check__seq'::regclass)";"История по принятию чеклистов ЧО"
"public";"client_request_auditor_check_tab";"client_request_id";"integer";null;"NO";"null";"null"
"public";"client_request_auditor_check_tab";"check_status";"integer";null;"NO";"1";"1 - принята 2 - не принята"
"public";"client_request_auditor_check_tab";"employee_id";"integer";null;"NO";"null";"Кто принимал"
"public";"client_request_auditor_check_tab";"check_comment";"text";null;"YES";"null";"Комментарии от принимающего"
"public";"client_request_auditor_check_tab";"rowversion";"timestamp without time zone";null;"YES";"now()";"Время проверки"
"public";"client_request_check_file_tab";"client_request_check_file_id";"integer";null;"NO";"nextval('client_request_check_file_tab_client_request_check_file_id_seq'::regclass)";"Файлы по чек-листам для приняти ЧО"
"public";"client_request_check_file_tab";"content_type";"character varying";250;"NO";"null";"Тип файла. 
photo, video, audio"
"public";"client_request_check_file_tab";"content_url";"character varying";250;"NO";"null";"null"
"public";"client_request_check_file_tab";"file_name";"character varying";250;"NO";"null";"null"
"public";"client_request_check_file_tab";"rowversion";"timestamp without time zone";null;"YES";"now()";"null"
"public";"client_request_check_file_tab";"okk_comment";"text";null;"YES";"null";"null"
"public";"client_request_check_file_tab";"date_create";"timestamp without time zone";null;"YES";"null";"дата когда фото сделали"
"public";"client_request_check_file_tab";"client_request_id";"integer";null;"NO";"null";"null"
"public";"client_request_check_file_tab";"draft_check_list_id";"integer";null;"NO";"null";"null"
"public";"client_request_check_file_tab";"employee_id";"integer";null;"NO";"null";"кто занес файлы"
"public";"client_request_check_hist_tab";"client_request_check_hist_id";"integer";null;"NO";"nextval('client_request_check_hist_tab_client_request_check_hist_id_seq'::regclass)";"Чеклисты на момент принятия/отклонения ЧО"
"public";"client_request_check_hist_tab";"client_request_auditor_check_id";"integer";null;"YES";"null";"null"
"public";"client_request_check_hist_tab";"client_request_check_type_id";"integer";null;"YES";"null";"Тип чеклиста"
"public";"client_request_check_hist_tab";"rowversion";"timestamp without time zone";null;"YES";"now()";"null"
"public";"client_request_check_list_tab";"client_request_check_list_id";"integer";null;"NO";"nextval('client_request_check_list_tab_client_request_check_list_id_seq'::regclass)";"null"
"public";"client_request_check_list_tab";"client_request_id";"integer";null;"NO";"null";"null"
"public";"client_request_check_list_tab";"client_request_check_type_id";"integer";null;"NO";"null";"null"
"public";"client_request_check_list_tab";"employee_id";"integer";null;"YES";"null";"null"
"public";"client_request_check_list_tab";"rowversion";"timestamp without time zone";null;"YES";"now()";"null"
"public";"client_request_check_list_tab";"check_status";"integer";null;"YES";"null";"1 - принят 
2 - не принят"
"public";"client_request_check_list_tab";"date_create";"timestamp without time zone";null;"YES";"null";"Дата в создания в мобилке"
"public";"client_request_check_tab";"client_request_check_id";"integer";null;"NO";"nextval('client_request_check_tab_client_request_check_id_seq'::regclass)";"Дефекты при принятии ЧО по заявке клиента"
"public";"client_request_check_tab";"client_request_id";"integer";null;"NO";"null";"null"
"public";"client_request_check_tab";"draft_check_list_id";"integer";null;"NO";"null";"null"
"public";"client_request_check_tab";"is_accepted";"integer";null;"NO";"0";"Если по дефекту все устранили, то 1, иначе 0"
"public";"client_request_check_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"client_request_check_tab";"employee_id";"integer";null;"NO";"null";"Кто занес дефект"
"public";"client_request_check_tab";"date_create";"timestamp without time zone";null;"YES";"null";"Дата создания/занесения дефекта на моб. устройстве"
"public";"client_request_check_type_tab";"client_request_check_type_id";"integer";null;"NO";"nextval('client_request_check_type_tab_client_request_check_type_id_seq'::regclass)";"Типы чек-листов для принятия ЧО"
"public";"client_request_check_type_tab";"client_request_check_type_name";"character varying";250;"YES";"null";"null"
"public";"client_request_check_type_tab";"client_request_check_type_code";"character varying";250;"YES";"null";"null"
"public";"client_request_check_type_tab";"client_request_check_type_description";"text";null;"YES";"null";"Описание чек-листов"
"public";"client_request_check_type_tab";"is_active";"integer";null;"NO";"0";"null"
"public";"client_request_credit_detail_tab";"client_request_credit_detail_id";"integer";null;"NO";"nextval('client_request_credit_detail__client_request_credit_detail__seq'::regclass)";"null"
"public";"client_request_credit_detail_tab";"client_request_id";"integer";null;"YES";"null";"null"
"public";"client_request_credit_detail_tab";"credit_fio";"character varying";255;"YES";"null";"null"
"public";"client_request_credit_detail_tab";"credit_sum";"double precision";null;"YES";"null";"null"
"public";"client_request_credit_detail_tab";"employee_id";"integer";null;"YES";"null";"null"
"public";"client_request_credit_detail_tab";"rowversion";"timestamp without time zone";null;"YES";"now()";"null"
"public";"client_request_credit_detail_tab";"credit_iin";"character varying";20;"YES";"null";"null"
"public";"client_request_credit_detail_tab";"bank_id";"integer";null;"YES";"null";"null"
"public";"client_request_credit_tab";"client_request_credit_id";"integer";null;"NO";"nextval('client_request_credit_tab_client_request_credit_id_seq'::regclass)";"Таблица рассрочек заявок на ремонт"
"public";"client_request_credit_tab";"client_request_id";"integer";null;"NO";"null";"Заявка"
"public";"client_request_credit_tab";"bank_id";"integer";null;"NO";"null";"Банк"
"public";"client_request_credit_tab";"client_fio";"character varying";null;"NO";"null";"ФИО клиента"
"public";"client_request_credit_tab";"credit_sum";"double precision";null;"NO";"null";"Сумма рассрочки"
"public";"client_request_credit_tab";"client_iin";"character varying";null;"YES";"null";"ИИН клиента"
"public";"client_request_credit_tab";"client_phone";"character varying";null;"YES";"null";"Телефон клиента"
"public";"client_request_credit_tab";"employee_id";"integer";null;"NO";"null";"Владелец записи в таблице"
"public";"client_request_credit_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"Версия записи"
"public";"client_request_document_tab";"client_request_document_id";"integer";null;"NO";"nextval('client_request_document_tab_client_request_document_id_seq'::regclass)";"null"
"public";"client_request_document_tab";"client_request_id";"integer";null;"NO";"null";"Заявка клиента"
"public";"client_request_document_tab";"document_type_id";"integer";null;"NO";"null";"Тип"
"public";"client_request_document_tab";"document_name";"character varying";500;"NO";"null";"Наименование документа"
"public";"client_request_document_tab";"document_url";"character varying";500;"YES";"null";"Расположение"
"public";"client_request_document_tab";"employee_id";"integer";null;"YES";"null";"Кто добавил"
"public";"client_request_document_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"Дата и время добавления"
"public";"client_request_document_tab";"is_amount_decrease";"integer";null;"NO";"0";"Уменьшение суммы договора"
"public";"client_request_document_tab";"is_client_return";"integer";null;"NO";"0";"Возврат клиенту"
"public";"client_request_document_tab";"additional_agreement_amount";"double precision";null;"YES";"null";"Сумма дополнительного соглашения"
"public";"client_request_document_tab";"material_area_sum";"double precision";null;"YES";"null";"Стоимость работ для маркетингового ремонта"
